FileName,SW_I_Step,ECUName,DTCCode,SignalName,SignalValue,EventTimestamp
Prod_Diagnostic_01.txt,24-07-510,FCAM,0X6983,Lane Confidence,337,2026-05-22 06:25:00
Prod_Diagnostic_01.txt,24-07-510,FCAM,0X6983,Visibility,286,2026-05-22 06:25:00
Prod_Diagnostic_01.txt,24-07-510,FCAM,0X6983,Image Quality,886,2026-05-22 06:25:00
Prod_Diagnostic_01.txt,24-07-510,FCAM,0X6983,Speed,72,2026-05-22 06:25:00
Prod_Diagnostic_01.txt,24-07-510,FCAM,0X6983,Light Level,991,2026-05-22 06:25:00
Prod_Diagnostic_01.txt,24-07-510,FCAM,0X69E4,Lane Confidence,899,2026-05-11 00:07:00
Prod_Diagnostic_01.txt,24-07-510,FCAM,0X69E4,Visibility,994,2026-05-11 00:07:00
Prod_Diagnostic_01.txt,24-07-510,FCAM,0X69E4,Image Quality,268,2026-05-11 00:07:00
Prod_Diagnostic_01.txt,24-07-510,FCAM,0X69E4,Speed,183,2026-05-11 00:07:00
Prod_Diagnostic_01.txt,24-07-510,FCAM,0X69E4,Light Level,595,2026-05-11 00:07:00
Prod_Diagnostic_01.txt,24-07-510,FCAM,0X19CB,Lane Confidence,621,2026-05-24 10:27:00
Prod_Diagnostic_01.txt,24-07-510,FCAM,0X19CB,Visibility,524,2026-05-24 10:27:00
Prod_Diagnostic_01.txt,24-07-510,FCAM,0X19CB,Image Quality,119,2026-05-24 10:27:00
Prod_Diagnostic_01.txt,24-07-510,FCAM,0X19CB,Speed,395,2026-05-24 10:27:00
Prod_Diagnostic_01.txt,24-07-510,FCAM,0X19CB,Light Level,922,2026-05-24 10:27:00
Prod_Diagnostic_01.txt,24-07-510,FCAM,0X40A9,Lane Confidence,737,2026-05-17 17:43:00
Prod_Diagnostic_01.txt,24-07-510,FCAM,0X40A9,Visibility,963,2026-05-17 17:43:00
Prod_Diagnostic_01.txt,24-07-510,FCAM,0X40A9,Image Quality,760,2026-05-17 17:43:00
Prod_Diagnostic_01.txt,24-07-510,FCAM,0X40A9,Speed,755,2026-05-17 17:43:00
Prod_Diagnostic_01.txt,24-07-510,FCAM,0X40A9,Light Level,687,2026-05-17 17:43:00
Prod_Diagnostic_01.txt,24-07-510,HVAC,0X6D3D,Cabin Temp,128,2026-05-11 21:54:00
Prod_Diagnostic_01.txt,24-07-510,HVAC,0X6D3D,Blower Speed,738,2026-05-11 21:54:00
Prod_Diagnostic_01.txt,24-07-510,HVAC,0X6D3D,Evap Temp,922,2026-05-11 21:54:00
Prod_Diagnostic_01.txt,24-07-510,HVAC,0X6D3D,Ambient Temp,308,2026-05-11 21:54:00
Prod_Diagnostic_01.txt,24-07-510,HVAC,0X6D3D,AC Pressure,520,2026-05-11 21:54:00
Prod_Diagnostic_01.txt,24-07-510,HVAC,0XBAB9,Cabin Temp,431,2026-05-18 04:12:00
Prod_Diagnostic_01.txt,24-07-510,HVAC,0XBAB9,Blower Speed,681,2026-05-18 04:12:00
Prod_Diagnostic_01.txt,24-07-510,HVAC,0XBAB9,Evap Temp,963,2026-05-18 04:12:00
Prod_Diagnostic_01.txt,24-07-510,HVAC,0XBAB9,Ambient Temp,389,2026-05-18 04:12:00
Prod_Diagnostic_01.txt,24-07-510,HVAC,0XBAB9,AC Pressure,694,2026-05-18 04:12:00
Prod_Diagnostic_01.txt,24-07-510,HVAC,0XAD92,Cabin Temp,294,2026-05-27 00:19:00
Prod_Diagnostic_01.txt,24-07-510,HVAC,0XAD92,Blower Speed,216,2026-05-27 00:19:00
Prod_Diagnostic_01.txt,24-07-510,HVAC,0XAD92,Evap Temp,441,2026-05-27 00:19:00
Prod_Diagnostic_01.txt,24-07-510,HVAC,0XAD92,Ambient Temp,805,2026-05-27 00:19:00
Prod_Diagnostic_01.txt,24-07-510,HVAC,0XAD92,AC Pressure,594,2026-05-27 00:19:00
Prod_Diagnostic_01.txt,24-07-510,HVAC,0XB79A,Cabin Temp,485,2026-05-22 06:32:00
Prod_Diagnostic_01.txt,24-07-510,HVAC,0XB79A,Blower Speed,813,2026-05-22 06:32:00
Prod_Diagnostic_01.txt,24-07-510,HVAC,0XB79A,Evap Temp,923,2026-05-22 06:32:00
Prod_Diagnostic_01.txt,24-07-510,HVAC,0XB79A,Ambient Temp,983,2026-05-22 06:32:00
Prod_Diagnostic_01.txt,24-07-510,HVAC,0XB79A,AC Pressure,816,2026-05-22 06:32:00
Prod_Diagnostic_01.txt,24-07-510,HVAC,0XB8AA,Cabin Temp,975,2026-05-11 02:52:00
Prod_Diagnostic_01.txt,24-07-510,HVAC,0XB8AA,Blower Speed,770,2026-05-11 02:52:00
Prod_Diagnostic_01.txt,24-07-510,HVAC,0XB8AA,Evap Temp,241,2026-05-11 02:52:00
Prod_Diagnostic_01.txt,24-07-510,HVAC,0XB8AA,Ambient Temp,689,2026-05-11 02:52:00
Prod_Diagnostic_01.txt,24-07-510,HVAC,0XB8AA,AC Pressure,318,2026-05-11 02:52:00
Prod_Diagnostic_01.txt,24-07-510,TCM,0XDE7A,Gear,871,2026-05-08 15:39:00
Prod_Diagnostic_01.txt,24-07-510,TCM,0XDE7A,Oil Temp,787,2026-05-08 15:39:00
Prod_Diagnostic_01.txt,24-07-510,TCM,0XDE7A,Turbine Speed,75,2026-05-08 15:39:00
Prod_Diagnostic_01.txt,24-07-510,TCM,0XDE7A,Clutch Pressure,467,2026-05-08 15:39:00
Prod_Diagnostic_01.txt,24-07-510,TCM,0XDE7A,Output Speed,425,2026-05-08 15:39:00
Prod_Diagnostic_01.txt,24-07-510,TCM,0X41C6,Gear,672,2026-05-13 07:09:00
Prod_Diagnostic_01.txt,24-07-510,TCM,0X41C6,Oil Temp,705,2026-05-13 07:09:00
Prod_Diagnostic_01.txt,24-07-510,TCM,0X41C6,Turbine Speed,6,2026-05-13 07:09:00
Prod_Diagnostic_01.txt,24-07-510,TCM,0X41C6,Clutch Pressure,915,2026-05-13 07:09:00
Prod_Diagnostic_01.txt,24-07-510,TCM,0X41C6,Output Speed,769,2026-05-13 07:09:00
Prod_Diagnostic_01.txt,24-07-510,TCM,0XD746,Gear,256,2026-05-15 01:35:00
Prod_Diagnostic_01.txt,24-07-510,TCM,0XD746,Oil Temp,940,2026-05-15 01:35:00
Prod_Diagnostic_01.txt,24-07-510,TCM,0XD746,Turbine Speed,869,2026-05-15 01:35:00
Prod_Diagnostic_01.txt,24-07-510,TCM,0XD746,Clutch Pressure,125,2026-05-15 01:35:00
Prod_Diagnostic_01.txt,24-07-510,TCM,0XD746,Output Speed,468,2026-05-15 01:35:00
Prod_Diagnostic_01.txt,24-07-510,TCM,0XDD29,Gear,913,2026-05-20 10:48:00
Prod_Diagnostic_01.txt,24-07-510,TCM,0XDD29,Oil Temp,454,2026-05-20 10:48:00
Prod_Diagnostic_01.txt,24-07-510,TCM,0XDD29,Turbine Speed,628,2026-05-20 10:48:00
Prod_Diagnostic_01.txt,24-07-510,TCM,0XDD29,Clutch Pressure,835,2026-05-20 10:48:00
Prod_Diagnostic_01.txt,24-07-510,TCM,0XDD29,Output Speed,737,2026-05-20 10:48:00
Prod_Diagnostic_01.txt,24-07-510,TCM,0X7D3E,Gear,254,2026-05-15 08:48:00
Prod_Diagnostic_01.txt,24-07-510,TCM,0X7D3E,Oil Temp,861,2026-05-15 08:48:00
Prod_Diagnostic_01.txt,24-07-510,TCM,0X7D3E,Turbine Speed,653,2026-05-15 08:48:00
Prod_Diagnostic_01.txt,24-07-510,TCM,0X7D3E,Clutch Pressure,284,2026-05-15 08:48:00
Prod_Diagnostic_01.txt,24-07-510,TCM,0X7D3E,Output Speed,785,2026-05-15 08:48:00
Prod_Diagnostic_01.txt,24-07-510,ADAS,0X8C0E,CPU Load,241,2026-05-03 22:18:00
Prod_Diagnostic_01.txt,24-07-510,ADAS,0X8C0E,Lane State,279,2026-05-03 22:18:00
Prod_Diagnostic_01.txt,24-07-510,ADAS,0X8C0E,Object Count,344,2026-05-03 22:18:00
Prod_Diagnostic_01.txt,24-07-510,ADAS,0X8C0E,Voltage,328,2026-05-03 22:18:00
Prod_Diagnostic_01.txt,24-07-510,ADAS,0X8C0E,Speed,915,2026-05-03 22:18:00
Prod_Diagnostic_01.txt,24-07-510,ADAS,0X24A0,CPU Load,220,2026-05-23 04:45:00
Prod_Diagnostic_01.txt,24-07-510,ADAS,0X24A0,Lane State,66,2026-05-23 04:45:00
Prod_Diagnostic_01.txt,24-07-510,ADAS,0X24A0,Object Count,425,2026-05-23 04:45:00
Prod_Diagnostic_01.txt,24-07-510,ADAS,0X24A0,Voltage,418,2026-05-23 04:45:00
Prod_Diagnostic_01.txt,24-07-510,ADAS,0X24A0,Speed,339,2026-05-23 04:45:00
Prod_Diagnostic_01.txt,24-07-510,ADAS,0X8746,CPU Load,21,2026-05-13 18:44:00
Prod_Diagnostic_01.txt,24-07-510,ADAS,0X8746,Lane State,878,2026-05-13 18:44:00
Prod_Diagnostic_01.txt,24-07-510,ADAS,0X8746,Object Count,902,2026-05-13 18:44:00
Prod_Diagnostic_01.txt,24-07-510,ADAS,0X8746,Voltage,784,2026-05-13 18:44:00
Prod_Diagnostic_01.txt,24-07-510,ADAS,0X8746,Speed,590,2026-05-13 18:44:00
Prod_Diagnostic_01.txt,24-07-510,ADAS,0X8A1B,CPU Load,766,2026-05-28 13:34:00
Prod_Diagnostic_01.txt,24-07-510,ADAS,0X8A1B,Lane State,753,2026-05-28 13:34:00
Prod_Diagnostic_01.txt,24-07-510,ADAS,0X8A1B,Object Count,560,2026-05-28 13:34:00
Prod_Diagnostic_01.txt,24-07-510,ADAS,0X8A1B,Voltage,820,2026-05-28 13:34:00
Prod_Diagnostic_01.txt,24-07-510,ADAS,0X8A1B,Speed,618,2026-05-28 13:34:00
Prod_Diagnostic_01.txt,24-07-510,ADAS,0X8CFC,CPU Load,685,2026-05-01 12:21:00
Prod_Diagnostic_01.txt,24-07-510,ADAS,0X8CFC,Lane State,696,2026-05-01 12:21:00
Prod_Diagnostic_01.txt,24-07-510,ADAS,0X8CFC,Object Count,818,2026-05-01 12:21:00
Prod_Diagnostic_01.txt,24-07-510,ADAS,0X8CFC,Voltage,415,2026-05-01 12:21:00
Prod_Diagnostic_01.txt,24-07-510,ADAS,0X8CFC,Speed,742,2026-05-01 12:21:00
Prod_Diagnostic_01.txt,24-07-510,EPS,0XE72B,Steering Angle,578,2026-05-01 12:37:00
Prod_Diagnostic_01.txt,24-07-510,EPS,0XE72B,Driver Torque,679,2026-05-01 12:37:00
Prod_Diagnostic_01.txt,24-07-510,EPS,0XE72B,Motor Current,28,2026-05-01 12:37:00
Prod_Diagnostic_01.txt,24-07-510,EPS,0XE72B,Supply Voltage,86,2026-05-01 12:37:00
Prod_Diagnostic_01.txt,24-07-510,EPS,0XE72B,Speed,659,2026-05-01 12:37:00
Prod_Diagnostic_01.txt,24-07-510,EPS,0X32BD,Steering Angle,466,2026-05-13 10:13:00
Prod_Diagnostic_01.txt,24-07-510,EPS,0X32BD,Driver Torque,335,2026-05-13 10:13:00
Prod_Diagnostic_01.txt,24-07-510,EPS,0X32BD,Motor Current,346,2026-05-13 10:13:00
Prod_Diagnostic_01.txt,24-07-510,EPS,0X32BD,Supply Voltage,780,2026-05-13 10:13:00
Prod_Diagnostic_01.txt,24-07-510,EPS,0X32BD,Speed,901,2026-05-13 10:13:00
Prod_Diagnostic_01.txt,24-07-510,EPS,0X573B,Steering Angle,54,2026-05-01 23:34:00
Prod_Diagnostic_01.txt,24-07-510,EPS,0X573B,Driver Torque,975,2026-05-01 23:34:00
Prod_Diagnostic_01.txt,24-07-510,EPS,0X573B,Motor Current,359,2026-05-01 23:34:00
Prod_Diagnostic_01.txt,24-07-510,EPS,0X573B,Supply Voltage,230,2026-05-01 23:34:00
Prod_Diagnostic_01.txt,24-07-510,EPS,0X573B,Speed,666,2026-05-01 23:34:00
Prod_Diagnostic_01.txt,24-07-510,EPS,0XD7FE,Steering Angle,157,2026-05-07 00:39:00
Prod_Diagnostic_01.txt,24-07-510,EPS,0XD7FE,Driver Torque,245,2026-05-07 00:39:00
Prod_Diagnostic_01.txt,24-07-510,EPS,0XD7FE,Motor Current,130,2026-05-07 00:39:00
Prod_Diagnostic_01.txt,24-07-510,EPS,0XD7FE,Supply Voltage,485,2026-05-07 00:39:00
Prod_Diagnostic_01.txt,24-07-510,EPS,0XD7FE,Speed,686,2026-05-07 00:39:00
Prod_Diagnostic_01.txt,24-07-510,EPS,0XA060,Steering Angle,987,2026-05-06 19:38:00
Prod_Diagnostic_01.txt,24-07-510,EPS,0XA060,Driver Torque,766,2026-05-06 19:38:00
Prod_Diagnostic_01.txt,24-07-510,EPS,0XA060,Motor Current,736,2026-05-06 19:38:00
Prod_Diagnostic_01.txt,24-07-510,EPS,0XA060,Supply Voltage,118,2026-05-06 19:38:00
Prod_Diagnostic_01.txt,24-07-510,EPS,0XA060,Speed,797,2026-05-06 19:38:00
Prod_Diagnostic_01.txt,24-07-510,ABS,0X5FA0,Wheel FL,982,2026-05-19 21:58:00
Prod_Diagnostic_01.txt,24-07-510,ABS,0X5FA0,Wheel FR,385,2026-05-19 21:58:00
Prod_Diagnostic_01.txt,24-07-510,ABS,0X5FA0,Brake Pressure,407,2026-05-19 21:58:00
Prod_Diagnostic_01.txt,24-07-510,ABS,0X5FA0,Yaw Rate,965,2026-05-19 21:58:00
Prod_Diagnostic_01.txt,24-07-510,ABS,0X5FA0,Vehicle Speed,733,2026-05-19 21:58:00
Prod_Diagnostic_01.txt,24-07-510,ABS,0X2374,Wheel FL,309,2026-05-04 22:49:00
Prod_Diagnostic_01.txt,24-07-510,ABS,0X2374,Wheel FR,871,2026-05-04 22:49:00
Prod_Diagnostic_01.txt,24-07-510,ABS,0X2374,Brake Pressure,701,2026-05-04 22:49:00
Prod_Diagnostic_01.txt,24-07-510,ABS,0X2374,Yaw Rate,615,2026-05-04 22:49:00
Prod_Diagnostic_01.txt,24-07-510,ABS,0X2374,Vehicle Speed,825,2026-05-04 22:49:00
Prod_Diagnostic_01.txt,24-07-510,ABS,0XDBD5,Wheel FL,71,2026-05-14 21:23:00
