FileName,SW_I_Step,ECUName,DTCCode,Description,FaultCategory,Status,OccurrenceCounter,AgingCounter,Priority,EventTimestamp,RiskScore,RSSI,GPS_Status,Network_Type,Speed,Voltage,CAN_Load,Eth_Status,Bus_Errors,Ignition,RPM,Coolant_Temp,Fuel_Pressure,Boost_Pressure,Engine_Load,AC_Voltage,Charge_Current,Battery_Temp,SOC,Input_Freq,Battery_Voltage,Door_Status,Lock_State,Window_Pos,Lane_Confidence,Visibility,Image_Quality,Light_Level,Cabin_Temp,Blower_Speed,Evap_Temp,Ambient_Temp,AC_Pressure,Gear,Oil_Temp,Turbine_Speed,Clutch_Pressure,Output_Speed,CPU_Load,Lane_State,Object_Count,Steering_Angle,Driver_Torque,Motor_Current,Supply_Voltage,Wheel_FL,Wheel_FR,Brake_Pressure,Yaw_Rate,Vehicle_Speed,Target_Distance,Relative_Speed,Temperature,SOH,HV_Voltage,Cell_Temp_Max,Cell_Temp_Min,Seat_Occupancy,Crash_Counter,Belt_Status
Prod_Diagnostic_01.txt,24-07-510,ECM,0X2910,ECM performance issue 1,Performance,Active,42,17,1,2026-05-03 07:10:00,362,,,,,,,,,,417.0,498.0,493.0,219.0,886.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,ECM,0XF706,ECM specific fault 2,ECU Specific/Other,Active,11,12,1,2026-05-13 08:59:00,331,,,,,,,,,,803.0,804.0,466.0,293.0,434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,ECM,0XB970,ECM performance issue 3,Performance,Intermittent,32,4,2,2026-05-10 06:03:00,272,,,,,,,,,,594.0,754.0,556.0,63.0,766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,ECM,0X1EA2,Sensor range fault,Sensor,Active,38,15,5,2026-05-28 16:10:00,438,,,,,,,,,,59.0,984.0,521.0,83.0,872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,ECM,0X218A,Voltage fault,Voltage,Intermittent,5,7,4,2026-05-04 18:15:00,285,,,,,,,,,,593.0,609.0,41.0,635.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,OBC,0XB849,OBC specific fault 1,ECU Specific/Other,Intermittent,37,16,3,2026-05-09 06:42:00,297,,,,,,,,,,,,,,,734.0,322.0,245.0,272.0,406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,OBC,0XBBF3,Voltage fault,Voltage,Intermittent,20,14,3,2026-05-25 02:00:00,280,,,,,,,,,,,,,,,470.0,637.0,577.0,103.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,OBC,0X4691,OBC performance issue 3,Performance,Intermittent,17,4,3,2026-05-03 07:23:00,277,,,,,,,,,,,,,,,292.0,162.0,449.0,854.0,557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,OBC,0XAC96,Sensor range fault,Sensor,Intermittent,34,0,5,2026-05-10 21:06:00,334,,,,,,,,,,,,,,,962.0,900.0,138.0,271.0,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,OBC,0XCE0F,Communication fault,Communication,Intermittent,10,8,3,2026-05-20 06:45:00,270,,,,,,,,,,,,,,,352.0,209.0,704.0,650.0,874.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,BCM,0X9162,Sensor range fault,Sensor,Stored,17,1,1,2026-05-21 13:53:00,137,,,,,,,,,342.0,,,,,,,,,,,284.0,46.0,4.0,790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,BCM,0XB319,Voltage fault,Voltage,Stored,11,14,5,2026-05-23 13:35:00,211,,,,,,,,,968.0,,,,,,,,,,,10.0,115.0,78.0,905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,BCM,0X9BAB,Voltage fault,Voltage,Active,24,18,5,2026-05-05 13:08:00,424,,,,,,,,,921.0,,,,,,,,,,,43.0,316.0,374.0,956.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,BCM,0XF61F,Communication fault,Communication,Stored,14,7,1,2026-05-12 17:56:00,134,,,,,,,,,636.0,,,,,,,,,,,896.0,417.0,998.0,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,BCM,0XFCFE,Voltage fault,Voltage,Active,11,5,4,2026-05-01 05:47:00,391,,,,,,,,,954.0,,,,,,,,,,,947.0,341.0,802.0,422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,FCAM,0X544D,Voltage fault,Voltage,Active,45,3,4,2026-05-28 01:54:00,425,,,,837.0,,,,,,,,,,,,,,,,,,,,482.0,228.0,205.0,941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,FCAM,0X6983,FCAM specific fault 2,ECU Specific/Other,Stored,15,7,1,2026-05-22 06:25:00,135,,,,72.0,,,,,,,,,,,,,,,,,,,,337.0,286.0,886.0,991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,FCAM,0X69E4,Sensor range fault,Sensor,Intermittent,33,12,5,2026-05-11 00:07:00,333,,,,183.0,,,,,,,,,,,,,,,,,,,,899.0,994.0,268.0,595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,FCAM,0X19CB,Sensor range fault,Sensor,Active,39,13,3,2026-05-24 10:27:00,399,,,,395.0,,,,,,,,,,,,,,,,,,,,621.0,524.0,119.0,922.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,FCAM,0X40A9,FCAM performance issue 5,Performance,Stored,3,13,1,2026-05-17 17:43:00,123,,,,755.0,,,,,,,,,,,,,,,,,,,,737.0,963.0,760.0,687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,HVAC,0X6D3D,Voltage fault,Voltage,Stored,5,10,5,2026-05-11 21:54:00,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,738.0,922.0,308.0,520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,HVAC,0XBAB9,Sensor range fault,Sensor,Stored,21,12,3,2026-05-18 04:12:00,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.0,681.0,963.0,389.0,694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,HVAC,0XAD92,Voltage fault,Voltage,Intermittent,20,12,5,2026-05-27 00:19:00,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.0,216.0,441.0,805.0,594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,HVAC,0XB79A,HVAC performance issue 4,Performance,Stored,30,14,4,2026-05-22 06:32:00,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.0,813.0,923.0,983.0,816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,HVAC,0XB8AA,Voltage fault,Voltage,Active,19,16,5,2026-05-11 02:52:00,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,975.0,770.0,241.0,689.0,318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,TCM,0XDE7A,Voltage fault,Voltage,Active,10,0,1,2026-05-08 15:39:00,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.0,787.0,75.0,467.0,425.0,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,TCM,0X41C6,TCM performance issue 2,Performance,Intermittent,45,12,4,2026-05-13 07:09:00,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.0,705.0,6.0,915.0,769.0,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,TCM,0XD746,Communication fault,Communication,Stored,15,5,5,2026-05-15 01:35:00,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,940.0,869.0,125.0,468.0,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,TCM,0XDD29,Voltage fault,Voltage,Stored,43,16,5,2026-05-20 10:48:00,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913.0,454.0,628.0,835.0,737.0,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,TCM,0X7D3E,TCM performance issue 5,Performance,Intermittent,29,5,4,2026-05-15 08:48:00,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.0,861.0,653.0,284.0,785.0,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,ADAS,0X8C0E,ADAS performance issue 1,Performance,Intermittent,16,8,4,2026-05-03 22:18:00,296,,,,915.0,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.0,279.0,344.0,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,ADAS,0X24A0,ADAS performance issue 2,Performance,Active,10,7,4,2026-05-23 04:45:00,390,,,,339.0,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.0,66.0,425.0,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,ADAS,0X8746,ADAS performance issue 3,Performance,Stored,4,6,4,2026-05-13 18:44:00,184,,,,590.0,784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,878.0,902.0,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,ADAS,0X8A1B,ADAS specific fault 4,ECU Specific/Other,Active,23,9,4,2026-05-28 13:34:00,403,,,,618.0,820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.0,753.0,560.0,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,ADAS,0X8CFC,Voltage fault,Voltage,Active,18,13,4,2026-05-01 12:21:00,398,,,,742.0,415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.0,696.0,818.0,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,EPS,0XE72B,Voltage fault,Voltage,Stored,9,19,5,2026-05-01 12:37:00,209,,,,659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.0,679.0,28.0,86.0,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,EPS,0X32BD,EPS specific fault 2,ECU Specific/Other,Stored,12,1,3,2026-05-13 10:13:00,172,,,,901.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.0,335.0,346.0,780.0,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,EPS,0X573B,EPS specific fault 3,ECU Specific/Other,Stored,17,2,4,2026-05-01 23:34:00,197,,,,666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,975.0,359.0,230.0,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,EPS,0XD7FE,Communication fault,Communication,Intermittent,3,0,2,2026-05-07 00:39:00,243,,,,686.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0,245.0,130.0,485.0,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,EPS,0XA060,Communication fault,Communication,Active,30,8,3,2026-05-06 19:38:00,390,,,,797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987.0,766.0,736.0,118.0,,,,,,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,ABS,0X5FA0,Voltage fault,Voltage,Active,38,0,3,2026-05-19 21:58:00,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982.0,385.0,407.0,965.0,733.0,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,ABS,0X2374,Voltage fault,Voltage,Intermittent,45,20,2,2026-05-04 22:49:00,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.0,871.0,701.0,615.0,825.0,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,ABS,0XDBD5,Communication fault,Communication,Intermittent,3,11,5,2026-05-14 21:23:00,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,519.0,664.0,350.0,13.0,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,ABS,0XE284,ABS specific fault 4,ECU Specific/Other,Stored,7,13,3,2026-05-21 14:45:00,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0,446.0,181.0,752.0,535.0,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,ABS,0XADAC,Sensor range fault,Sensor,Intermittent,50,15,4,2026-05-14 23:37:00,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.0,331.0,873.0,252.0,851.0,,,,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,RADAR,0X5767,Communication fault,Communication,Stored,16,14,5,2026-05-20 21:24:00,216,,,,872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.0,,,,,,,,,,345.0,30.0,333.0,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,RADAR,0X8CD0,Voltage fault,Voltage,Active,23,8,3,2026-05-09 19:44:00,383,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.0,,,,,,,,,,902.0,283.0,530.0,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,RADAR,0X25EA,Voltage fault,Voltage,Active,47,13,4,2026-05-18 07:44:00,427,,,,503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.0,,,,,,,,,,488.0,662.0,459.0,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,RADAR,0X27D2,Communication fault,Communication,Stored,15,12,2,2026-05-10 21:37:00,155,,,,544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.0,,,,,,,,,,378.0,485.0,353.0,,,,,,,
Prod_Diagnostic_01.txt,24-07-510,RADAR,0XCEF5,RADAR specific fault 5,ECU Specific/Other,Intermittent,22,11,4,2026-05-09 09:16:00,302,,,,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.0,,,,,,,,,,237.0,124.0,324.0,,,,,,,
Prod_Diagnostic_02.txt,24-07-510,BCM,0X275B,BCM specific fault 1,ECU Specific/Other,Stored,23,13,3,2026-05-11 21:06:00,183,,,,,,,,,422.0,,,,,,,,,,,879.0,165.0,338.0,711.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_02.txt,24-07-510,BCM,0X59C8,BCM specific fault 2,ECU Specific/Other,Intermittent,26,17,1,2026-05-15 02:20:00,246,,,,,,,,,994.0,,,,,,,,,,,259.0,332.0,119.0,792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_02.txt,24-07-510,BCM,0XED6A,BCM specific fault 3,ECU Specific/Other,Intermittent,1,17,4,2026-05-14 01:12:00,281,,,,,,,,,775.0,,,,,,,,,,,531.0,371.0,638.0,511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_02.txt,24-07-510,BCM,0XD28E,BCM specific fault 4,ECU Specific/Other,Active,14,8,5,2026-05-05 09:28:00,414,,,,,,,,,125.0,,,,,,,,,,,902.0,716.0,497.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_02.txt,24-07-510,BCM,0XDC9F,BCM performance issue 5,Performance,Active,46,5,3,2026-05-18 00:35:00,406,,,,,,,,,862.0,,,,,,,,,,,418.0,96.0,231.0,935.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_02.txt,24-07-510,BMS,0X8621,Communication fault,Communication,Active,42,4,4,2026-05-23 09:32:00,422,,,,,,,,,,,,,,,,,,723.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.0,426.0,855.0,495.0,,,
Prod_Diagnostic_02.txt,24-07-510,BMS,0X4E65,BMS specific fault 2,ECU Specific/Other,Stored,36,4,4,2026-05-07 19:32:00,216,,,,,,,,,,,,,,,,,,765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.0,140.0,885.0,72.0,,,
Prod_Diagnostic_02.txt,24-07-510,BMS,0XD5CE,Sensor range fault,Sensor,Stored,22,16,3,2026-05-27 00:18:00,182,,,,,,,,,,,,,,,,,,744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.0,858.0,602.0,594.0,,,
Prod_Diagnostic_02.txt,24-07-510,BMS,0XED81,BMS specific fault 4,ECU Specific/Other,Active,29,17,4,2026-05-12 10:35:00,409,,,,,,,,,,,,,,,,,,782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.0,387.0,467.0,956.0,,,
Prod_Diagnostic_02.txt,24-07-510,BMS,0XEE9E,Sensor range fault,Sensor,Active,45,7,5,2026-05-13 07:54:00,445,,,,,,,,,,,,,,,,,,795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.0,45.0,326.0,763.0,,,
Prod_Diagnostic_02.txt,24-07-510,ABS,0XC489,ABS specific fault 1,ECU Specific/Other,Stored,25,20,2,2026-05-16 01:08:00,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.0,989.0,605.0,340.0,891.0,,,,,,,,,,
Prod_Diagnostic_02.txt,24-07-510,ABS,0XEFCA,Communication fault,Communication,Stored,7,16,4,2026-05-01 23:09:00,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,892.0,671.0,994.0,159.0,,,,,,,,,,
Prod_Diagnostic_02.txt,24-07-510,ABS,0X8830,Communication fault,Communication,Stored,22,19,4,2026-05-21 02:54:00,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.0,873.0,691.0,880.0,547.0,,,,,,,,,,
Prod_Diagnostic_02.txt,24-07-510,ABS,0X6110,ABS specific fault 4,ECU Specific/Other,Intermittent,46,15,5,2026-05-02 19:04:00,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.0,647.0,701.0,944.0,295.0,,,,,,,,,,
Prod_Diagnostic_02.txt,24-07-510,ABS,0XCF2C,Voltage fault,Voltage,Active,28,3,1,2026-05-15 05:44:00,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.0,926.0,30.0,48.0,333.0,,,,,,,,,,
Prod_Diagnostic_02.txt,24-07-510,EPS,0X5B1A,Communication fault,Communication,Stored,24,13,2,2026-05-08 16:26:00,164,,,,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.0,699.0,812.0,185.0,,,,,,,,,,,,,,,
Prod_Diagnostic_02.txt,24-07-510,EPS,0X2437,Voltage fault,Voltage,Intermittent,25,19,2,2026-05-16 18:09:00,265,,,,471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.0,473.0,654.0,261.0,,,,,,,,,,,,,,,
Prod_Diagnostic_02.txt,24-07-510,EPS,0XBAB6,Sensor range fault,Sensor,Active,30,9,5,2026-05-06 02:28:00,430,,,,655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968.0,354.0,602.0,307.0,,,,,,,,,,,,,,,
Prod_Diagnostic_02.txt,24-07-510,EPS,0XC0B8,EPS specific fault 4,ECU Specific/Other,Stored,30,9,2,2026-05-13 15:06:00,170,,,,589.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.0,391.0,586.0,368.0,,,,,,,,,,,,,,,
Prod_Diagnostic_02.txt,24-07-510,EPS,0XC303,Sensor range fault,Sensor,Stored,2,12,3,2026-05-01 18:55:00,162,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703.0,797.0,763.0,997.0,,,,,,,,,,,,,,,
Prod_Diagnostic_02.txt,24-07-510,ECM,0XCEC3,ECM performance issue 1,Performance,Stored,19,7,5,2026-05-26 11:14:00,219,,,,,,,,,,652.0,195.0,636.0,257.0,695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_02.txt,24-07-510,ECM,0XB0D4,Voltage fault,Voltage,Active,41,20,1,2026-05-10 14:02:00,361,,,,,,,,,,594.0,374.0,750.0,135.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_02.txt,24-07-510,ECM,0X63A3,Sensor range fault,Sensor,Intermittent,27,5,2,2026-05-05 17:56:00,267,,,,,,,,,,995.0,375.0,544.0,514.0,936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_02.txt,24-07-510,ECM,0XE499,Sensor range fault,Sensor,Active,17,15,3,2026-05-24 10:51:00,377,,,,,,,,,,118.0,480.0,987.0,78.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_02.txt,24-07-510,ECM,0XEC32,Voltage fault,Voltage,Intermittent,47,12,5,2026-05-12 02:50:00,347,,,,,,,,,,405.0,15.0,271.0,550.0,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_02.txt,24-07-510,TCU,0X6E5B,TCU specific fault 1,ECU Specific/Other,Intermittent,48,8,5,2026-05-13 20:23:00,348,111.0,692.0,240.0,483.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_02.txt,24-07-510,TCU,0XF25D,TCU performance issue 2,Performance,Intermittent,21,19,2,2026-05-21 02:40:00,261,844.0,476.0,932.0,718.0,310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_02.txt,24-07-510,TCU,0X2DDE,TCU specific fault 3,ECU Specific/Other,Active,3,1,3,2026-05-16 03:06:00,363,241.0,909.0,551.0,139.0,398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_02.txt,24-07-510,TCU,0X6EFA,TCU specific fault 4,ECU Specific/Other,Intermittent,48,17,4,2026-05-19 23:46:00,328,159.0,907.0,425.0,671.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
